ừ rứa thôi	ừ rứa thôi
à à	à à
r ừ	ừ
à	hử
có số của kiên chưa	có số của kiên chưa
có xố củ kin chư gọi điện chọ cho với	có số của kiên chưa gọi điện chọc cho vui
ủa không rảnh hả có nhiều có có mối bận tâm khác rồi chứ chi có người khác rồi chứ chi à	ủa không rảnh hả có nhiều có có mối bận tâm khác rồi chứ chi có người khác rồi chứ chi à
cái chi cái chi mà vô miệng con thương với con ngọc mà răng không biết được	cái chi cái chi mà vô miệng con thương với con ngọc mà răng không biết được
ờ nhưng mà ông đó cùng quê mà sinh năm mấy	ờ nhưng mà ông đó cùng quê mà sinh năm mấy
ủa chi lại đời rứa mấy thông tin cơ bản rứa mà răng không biết	ủa chi lạ đời rứa mấy thông tin cơ bản rứa mà răng không biết
chảnh ghê rứa	chảnh ghê rứa
con nhà giàu à rứa hả nhà giàu rứa hả	con nhà giàu à rứa hả nhà giàu rứa hả
có nhà ở đây chưa có nhà ở đây chưa	có nhà ở đây chưa có nhà ở đây chưa
gảisá mai xa nghê hỷ	lo xa ghê hỷ
ừ	ừ
ừ ừ	ừ ừ
t rồi xong hắn đi cua hắn	rồi xong hắn đi cua hắn
trời ơi thu nhiều kéo mà à quên nga nhiều kéo lắm mà	trời ơi thu nhiều kéo mà à quên nga nhiều kéo lắm mà
chi mà bi thảm ghê rứa bi quan quá	chi mà bi thảm ghê rứa bi quan quá
ừ ờ chi phải tự tin vô bản thán mình xí chứ	ừ ờ chi phải tự tin vô bản thân mình xí chứ
à ngược quá hả	à ngược quá hả
ừ chờ hắn hả	ừ chờ hắn hả
ừ	ừ
đồn chưa chắc đâu	đồn chưa chắc đâu
đồn chứ chưa chắ đâug ai đôn à ai đn	đồn chứ chưa chắc đâu ai đồn ai đồn
à hồng hả ờ thế cũng cũng có thể đúng đó	à hồng hả ờ thế cũng cũng có thể đúng đó
ừ	ừ
à	à
m mà mà hắn dễ thương không	m mà mà hắn dễ thương không
dễ thương không	dễ thương không
ừ ai mày mớn	sao mày mến
ừ	ừ
ừ	ừ
ừ ừ	ừ ừ
chứng trỏ là ổng cũng tự nhận ổng như rứa chi	chứng tỏ là ổng cũng tự nhận ổng như rứa chi
ủa ổng cạo đầu hả cạo trọc đầu hả	ủa ổng cạo đầu hả cạo trọc đầu hả
ổng làm cái chi rứa ủa làm cái nghe chị	ổng làm cái chi rứa ổng làm cái nghề chi
hả	hả
ờ học cùng lớp vi nguyện hả ừ à à	ờ học cùng lớp với ông nguyện hả ờ à à
à hả ờ ờ ờ	à hả ờ ờ ờ
có cuỉ không có cái chi đồn lên cho vui rứa mà	thì không có cái chi đồn lên cho vui rứa mà
ừ	ừ
chưa có chuyện chi hết hả	chưa có chuyện chi hết hả
à à à à biết rồi biết rồi ừ	à à à à biết rồi biết rồi ừ
ừ ừ ừ ừ có đa nạn bẹ thôi	ừ ừ ừ coi ra bạn bè thôi
ừ	ừ
ừ ừ	ừ ừ
à à	à à
không	không
ừ đúng	ừ răng
ừ thì hắn về quê miết mà	ừ thì hắn về quê miết mà
ừ	ừ
ừ ừ buan chị cho nhiều	ừ ừ chơi chi cho nhiều
đii chi cho nhiều	đi chi cho nhiều
không đi chi cho nhiều rứa cũng được rồi đi nhiều làm gì	không đi chi cho nhiều rứa cũng được rồi đi nhiều làm gì
ừ	ừ
hả	hả
răng	răng
ờ ờ	ờ ờ
ngày hai hai hả	ngày hai hai hả
thì thầy thầy chưa có trả tới thầy chưa trả bài lại tới thầy ngâm từ cái hồi mà ngày trước lễ trước lễ hình như là ngày mười bảy mớời	thì thầy thầy chưa có trả tới thầy chưa trả bài lại tới thầy ngâm từ cái hồi mà ngày trước lễ trước lễ hình như là ngày mười bảy mười
tám tháng hn tháng từ hửi mơi ám ừ từ tước đó tới bây giờ mà thầy chưa trả lại là biết rồi mà trong khi ngày mười là phải nộp	tám tháng tháng tư á lễ mười tám ừ từ trước đó tới bây giờ mà thầy chưa trả lại là biết rồi mà trong khi ngày mười là phải nộp
ừ mườià thứ tua rồi tứi nhài hảôm hai bả vệ mình còn có chừng nớ ngày chứ mấy	ừ mười là thứ ba rồi đến ngày hai hai bảo vệ mình còn có chừng nớ ngày chứ mấy ừ
ừ đa lồ đây răng	ừ đang lo đây răng
chắc có chứ chắc có làm slide đó slide thì dễ rồi còn chủ yếu là cái bài của mình họ cho nó chặt chẻ để ví dụ như họ hỏi là mình còn biết cách trả lời thôi chứ side thì ngồi quậy cũng được	chắc có chứ chắc có làm slide đó slide thì dễ rồi còn chủ yếu là cái bài của mình họ cho nó chặt chẻ để ví dụ như họ hỏi là mình còn biết cách trả lời thôi chứ slide thì ngồi quậy cũng được
ừ	ừ
à có side nhìn nhìn đồ hả nhìn dễ nói hả ờ ờ đúng rồi đúng rồi ừ ừ cũng đúng	à có slide nhìn nhìn đồ hả nhìn dễ nói hả ờ ờ đúng rồi đúng rồi ừ ừ cũng đúng
ừ	ừ
ừ bữa ni ngày mười bốn ngày mai mới rằm	ừ bữa ni ngày mười bốn ngày mai mới rằm
bữa ni ngày lễ phật đản nè mai lễ phật đản nè	bữa ni ngày lễ phật đản nè mai lễ phật đản nè
ừ	ờ
cũng chẳng biết nữa nếu như đi thì mẹ chở mẹ đi thôi chứ còn chẳng biết na bà cán ngày lễ nớ mìh cũng được ăn hả	cũng chẳng biết nữa nếu như đi thì mẹ chở mẹ đi thôi chứ còn chẳng biết nữa mà cái ngày lễ nớ mình cũng được ăn hả
chứ không phải là cúng tái hả	chứ không phải là cúng thôi hả
ở đâu chùa mô gần không	ở đâu chùa mô gần không
nghe nè được được rồi á hả ừ ủa số số này là số có có ủa số đây là sao vậy	nghe nè được được rồi á hả ừ ủa số số này là số có có ủa số đây là sao vậy
vậy hả ờ ủa bữa nay có đi làm không làm sáng làm tới hai giờ về hả	vậy hả ờ ủa bữa nay có đi làm không làm sáng làm tới hai giờ về á hả
được bao nhiêu mấy triệu ba triệu tám hả haay triựu tám hả	được bao nhiêu mấy triệu ba triệu tám hả hai triệu tám hả
sao ít vậy làm tuần nghỉ ngày bữa bữa làm ca thì vấy cứ dị đa lô	sao ít vậy làm tuần nghỉ ngày bữa bữa làm ca thì vậy chứ ít chịch à lương
cơ bản là hai triện rưỡi còn lặt vặt nữa ba trăm ngàn xong tháng cỡ hai triệu tám ba triệu là cùng hả	cơ bản là hai triện rưỡi còn lặt vặt nữa ba trăm ngàn xong tháng cỡ hai triệu tám ba triệu là cùng á hả
ừ vậy rồi không có tháng nào lãnh ủa mới có bữa trước tết là có tháng lãnh trên ba triệu mà phải không	ừ vậy rồi không có tháng nào lãnh ủa mới có bữa trước tết là có tháng lãnh trên ba triệu mà phải không
ừ còn hôm tết tới giờ là lãnh cỡ hai triệu mấy vậy là cùng ả	ừ còn hôm tết tới giờ là lãnh cỡ hai triệu mấy vậy là cùng á hả
rồi có đủ xài không đủ hai đứa bay xài không	rồi có đủ xài không đủ hai đứa bay xài không
trời ơi tháng nơy toi đâu đạn nhìn bữa trướ tó ku bất hàng mất đồ gì miết mấy trừ mất năm trăm ngàn tiền hàng mà mô cái chỗ big c hoàng văn thụ đây nè bán ế còn như cái gì nữa nói chung là không có bán được cái gì hết á có một trăm bảy chục ngàn	trời ơi tháng này tao đau này tự nhiên bữa trước nó kêu mất hàng mất đồ gì miết mất trừ mất năm trăm ngàn tiền hàng mà mô cái chỗ big c hoàng văn thụ đây nè bán ế còn như cái gì nữa nói chung là không có bán được cái gì hết á có một trăm bảy chục ngàn
tiền thưởng nóng mà mà lương lãnh ra lương lên hai triệu sáu sáu chục rồi trừ mất năm trăm ngàn nữa trời rơi tao còn có hai triệu mốt sáu chục với trăm bảy tiền thưởng kia là coi như có hại trểu baà mài thán rai đi đám cưới săm rồ mất một triệu rồi	tiền thưởng nóng mà mà lương lãnh ra lương lên hai triệu sáu sáu chục rồi trừ mất năm trăm ngàn nữa trời ơi tao còn có hai triệu mốt sáu chục với trăm bảy tiền thưởng kia là coi như có hai triệu ba à mà tháng này đi đám cưới sắm đồ mất một triệu rồi
cò khoảng triệu ba à triệu ba tiền gửi xe là cho nó ba trăm ngàn còn có triệu à có triệu sống sao sống tới cuối tháng giờ	còn khoảng triệu ba à triệu ba tiền gửi xe là cho nó ba trăm ngàn còn có triệu à có triệu sống sao sống tới cuối tháng giờ
trời hử ờ làm htết tán bao tghì	trời hử ờ làm hết tháng này tao nghỉ
nói chung mài đây là làm ca một tuầnớ thì làm ngày hai ngày thôi còn đó làm tám tiếng cònmộ ngại nggh	là nói chung là đây là làm ca một tuần ớ thì làm ngày hai ngày thôi còn đó làm tám tiếng còn một ngày nghỉ
ừ mới đi nha trang ngàn hôm qua ngày ôm ki đi nha trang đám cưới con bạn co tiên á rồi vô lại hồi hôm sáng nay nghỉ chiều nay đi làm	ừ mới đi nha trang ngày hôm qua ngày hôm kia đi nha trang đám cưới con bạn con tiên á rồi vô lại hồi hôm sáng nay nghỉ chiều nay đi làm
ừ đhámg cưới là co tiên á con nó bạn chơ thông ừ nói chung là bữa trước định đã nói không đi nhưng mà nó nói dữ quá xong đi mà tại do có yến hương anh kiệt đồ con tân ngoài đó thôi ra chơi luôn mà chơi á hả anh kiệt	ừ đám cưới con tiên đó con đó bạn chơi thân ừ nói chung là bữa trước định đã nói không đi nhưng mà nó nói dữ quá xong đi mà tại do có yến hương anh kiệt đồ con tân ngoài đó thôi ra chơi luôn mà chơi á hả anh kiệt
được yến hương được yến hương chơi đẹp lắm yến hương mua vé xe tao vô luôn còn á hả thằng tân á hả ki bo mẹ gói mì tôm cũng không dám mua ăn mà má ló gt to ăng nây làm có tiền lắm đó	được yến hương được yến hương chơi đẹp lắm yến hương mua vé xe tao vô luôn còn á hả thằng tân á hả ki bo mẹ gói mì tôm cũng không dám mua ăn mà má nó thiệt ghét con tân nay làm có tiền lắm đó
tân nay bán được hàng mà có tiền lắm á đợt lúc anh kiệt ra tới giờ á hả tháng nào cũng đạt hết á hai tháng dư liên tiếp đạt quá trời đạt trăm phần trăm trăm phần trăm hết luôn	tân nay bán được hàng mà có tiền lắm á đợt lúc anh kiệt ra tới giờ á hả tháng nào cũng đạt hết á hai tháng dư liên tiếp đạt quá trời đạt trăm phần trăm trăm phần trăm hết luôn
bữa ay	bữa nay
trăm phần trăm mà bữa nay làm trăm phần trăm mà đạt á thì có tiền hơn trước ví dụ như chia ra mười ngàn khung mười ngàn khung mười ngàn khung ví dụ ba khung đạt hết là nhân lên là tới hai phẩy năm là có tiền rồi đợt cuối tháng lấy số tiền đó nhân lên cho ba bốn năm gì đó nữa thì	trăm phần trăm mà bữa nay làm trăm phần trăm mà đạt á thì có tiền hơn trước ví dụ như chia ra mười ngàn khung mười ngàn khung mười ngàn khung ví dụ ba khung đạt hết là nhân lên là tới hai phẩy năm là có tiền rồi đợt cuối tháng lấy số tiền đó nhân lên cho ba bốn năm gì đó nữa thì
tiêu đạt nữa là có tiền lắm báy tám triệu á ang khi bo lắm thì nó chắc tiêu chỉ muốn nó tháng tiêu triệu mà còn thiếu thì nó mượn tiêu chứ nó đâu có rút tiền tài khoản ra đâu mà	tiêu đạt nữa là có tiền lắm bảy tám triệu á mà hắn ki bo lắm thì nó chắc tiêu chỉ muốn nó tháng tiêu triệu mà còn thiếu thì nó mượn tiêu chứ nó đâu có rút tiền tài khoản ra đâu mà
thì nói chung là thì nói chung là tính con đó ó không khao tao nó ki bo hồi vờ vậ cú húng lày yế hương á dẫn đi nhậu để ăn chơi vậy á xong yế hương nói chung yến hương yêu cầu yến hương dạnh trả	thì nói chung là thì nói chung là tính con đó nó không khao tao nó ki bo hồi giờ vậy nói chung là yến hương á dẫn đi nhậu để ăn chơi vậy á xong yến hương nói chung yến hương yêu cầu yến hương dành trả
xong rồi á hả ngày sau yến hương mua vé xe xe tao vô luôn ấy chứ mà tao không có lấy chứ mày yến hương mua nói chung yến hương mua rồi mua vé xe rồi hai trăm mốt luôn á chứ	xong rồi á hả ngày sau yến hương mua vé xe xe tao vô luôn ấy chứ mà tao không có lấy chứ mày yến hương mua nói chung yến hương mua rồi mua vé xe rồi hai trăm mốt luôn á chứ
xong nói chung là yến hương chơi yến hương là nhiều lúc nó tàng tàng tàn tàng cá đì hưng chơi được chế cơi đẹp biết điều không	xong nói chung là yến hương chơi yến hương là nhiều lúc nó tàng tàng tàng tàng cái yến hương nó chơi được yến hương nó chơi đẹp biết điều hơn
ờ cinh tì chớ ó chơi được còn con tân nó ki bo hồi giờ còn lúc đó coi ra nha trang có con thảo mà con thảo con đó nó nghĩ ra mà thôi xuống nà nó đi chơi mình đi đám cưới vậy xong rồi	ờ tính yến hương nó chơi được còn con tân nó ki bo hồi giờ còn lúc đó coi ra nha trang có con thảo mà con thảo con đó nó nghĩ ra mà thôi xuống nhà nó đi chơi mình đi đám cưới vậy xong rồi
còn con con tiên thì nó lấy chồng rồi nói chung là làm co da đi mất thồi đâ đó chơi i nó được cứ chung là cũng cũng nói chung là ra ám cưới chứ mà cũng buồn buồn chứ không vui không không có vui không có đưa suy nghĩ	còn con con tiên thì nó lấy chồng rồi nói chung là làm cô dâu đi mất rồi đâu đi chơi với nó được nói chung là cũng cũng nói chung là ra đám cưới chứ mà cũng buồn buồn chứ không vui không không có vui không có đưa suy nghĩ
quén cái thằng lẹ làm dhạn chư làm bên kho làm bên giao hàng ở trong sài gòn nè mà thng đó cũng được cũng hiền hậu cũng nói chung là cũng được tính cũng được cũng được cũng tám bảy luôn hai đứ bằng tuổi á	quen cái thằng dạng làm dạng như làm bên kho làm bên giao hàng ở trong sài gòn nè mà thằng đó cũng được cũng hiền hậu cũng nói chung là cũng được tính cũng được cũng được cũng tám bảy luôn hai đứa bằng tuổi á
ừ nấi chu làá chớ chung là cũn hay ra tăm yến hương ắm ôi nói chung là thằng đó hiền được mà tao hấm cái thằng đó được thằng đó ngày xưa thích to ớ không phải thích yến hương đâu	ừ nói chung là nói chung là cũng hay ra thăm yến hương lắm ôi nói chung là thằng đó hiền được mà tao chấm cái thằng đó được thằng đó ngày xưa thích tao ớ không phải thích yến hương đâu
cả công ty ai cũng biết hết luôn mà	cả công ty ai cũng biết hết luôn mà
choi	trời
hả	hả
chờ là hắ của tằng kin có vợ rồi đó biết chưa	trời lắm lắm ủa thằng kiên có vợ rồi đó biết chưa
nhằn kiê ru bây loop á la nưng cái con nào ở tân kì á	thằng kiên ruby loop á ưng ưng cái con nào ở tân kì á
đi ăn hỏi rồi nghe nói cuối năm nay cưới hay saó ừ bữa tao có điện cho nó nó nói vậy á mà đâu cái con đấy hay sao á nó nói vậy á	đi ăn hỏi rồi nghe nói cuối năm nay cưới hay sao á ừ bữa tao có điện cho nó nó nói vậy á mà đâu cái con đấy hay sao á nó nói vậy á
ừ thì nói chung là nghi hết rồi mấy đứa nó cũng nghỉ rồi nói chung là mấy đứa nghe nói đại khái nghỉ hấ thội crồ ồi	ừ thì nói chung là nghi hết rồi mấy đứa nó cũng nghỉ rồi nói chung là mấy đứa nghe nói đại khái nghỉ hết chọi rồi
mấy đứa cổ vũ nghe nói nghỉ hết chọi ừ làm làm bên sale làm một thời gian hình như ai cũng nghỉ hết chứ đâu ai tồn tại lâu dài đâu	mấy đứa cổ vũ nghe nói nghỉ hết chọi ừ làm làm bên sale làm một thời gian hình như ai cũng nghỉ hết chứ đâu ai tồn tại lâu dài đâu
nhớ	nhớ
ên bớt an tát ả	ăn bớt ăn tắt hả
ủa mà khi nó nói ăn vậy thì thì thằng thằng gì thằng đại thằng bồ nó làm giám đóc chai đanu đôá	ủa mà khi nó nói ăn vậy thì thì thằng thằng gì thằng đại thằng bồ nó làm giám đốc chứ ai đâu hả
thưng cũng phải không	thằng dũng phải không
ờ thằng ở vinh phải không ờ biết biết nghe có nghe nỏi thôi không biế	ờ thằng ở vinh phải không ờ biết biết nghe có nghe nói thôi không biết mặt
tiữ hết hai đứa luôn đi	giữ hết hai đứa luôn đi
giữ hếth rồi luan ả	giữ hết hai đứa luôn hả
để rồi	để rồi
trời ơi	trời ơi
nói chung là hận thằng đại đấy đưa nó lên quản lí chứ nói chung cànó với thằng đại là ăn với nhau rồi	nói chung là hận thằng đại đấy đưa nó lên quản lí chứ nói chung là nó với thằng đại là ăn ở với nhau rồi
nó chửi không	có chửi không
rồi còn con thu thì sao rồi	rồi còn con thu thì sao rồi
cũn nghỉ luún rồy	cũng nghỉ luôn rồi
ờ rồi hai còn on thoỏi là biết không con hoài là có liên lạc gì vớ o hoài không	ơ hay còn con hoài là biết không con hoài là có liên lạc gì với con hoài không
vậy là lâu nay cũng không có liêm lạc chac thu cũng có gữt hả	vậy là lâu nay cũng không có liên lạc cho con thu không có gì hết phải không
à rồi ăn ăn cơm à	à rồi ăn ăn cơm à
ừ gọi ởng vất vả hầy	ừ gọi ông vất vả hầy
à ý tức là đang gọi giờ làm ông vất vả đó gọi giờ ni giờ ni làm ông vất vả	à ý tức là đang gọi giờ làm ông vất vả đó gọi giờ ni giờ ni làm ông vất vả
a nhủ quên đi ai nhủ không nói để rứa chiều hoặc tối ta gọi cũng được	ai nhủ quên đi ai nhủ không nói để rứa chiều hoặc tối ta gọi cũng được
chiài tôi tí	chờ tôi tí
chưa	chưa
anh ồi có có bia chưa anh vâng	anh ơi có có bia chưa anh vâng
à chí dũng chí dũngá hả đa lô	à chí dũng chí dũng á hả a lô
ủrồ ma có hằng chi hay mà có liên quan chi không tớ có ngồi lâu rồi gọi để mãy gỏ sinh phố ma này việc bên nay thì lú bù hây	mà có hàng chi hay mà có liên quan chi không tớ có ngồi lâu rồi gọi để mấy giỏ sinh phố mùa này việc bên này thì lú bù hây
ừ đui vi	ừ lu bu
ừ h k phone	ừ h k phone
buốn mộtn con à nhưng mò hắm bóc ra hăn thấy bên trong	mua một con à nhưng mà hắn bóc ra hắn thấy bên trong
bây giờ nghe thấy rồi đấy	bây giờ nghe thấy rồi đấy
à có nghà đâu cì êen tin hô	à có nhà đâu linh tinh
như nhà tàu àà nhe nghà iti vi	nhạc vào à nghe nghe itivi
vâng	vâng
trên tivi ý em ngồi suốt từ trưa rồi bây giờ nghỉ	trên tivi ý em ngồi suốt từ trưa rồi bây giờ nghỉ
ơ không ở nhà với bố vâng	ơ không ở nhà với bố vâng
mệt lắm	mệt lắm
muỗi lầ tạ ca đợ đỡi một cái chứ được đỡ mấy	mỗi lần dạ được đỡ một cái chứ được đỡ mấy
thrôi người em bé thế bảo người em to	thôi người em bé thế bảo người em to
có bốn hai cân bảo to trời mấ gì	có bốn hai cân bảo to trời ơi thế thì
thì mới tăng hai cân mà	thì mới tăng hai cân mà
sâgâng	vâng
vâng ảnh cưới chị em đấy chị ba vâng	vâng ảnh cưới chị em đấy chị ba vâng
chị ý cao mà mà chị phải cao mét gần một mét sáu nhăm	chị ý cao mà mà chị phải cao mét gần một mét sáu nhăm
khí nai lnội mà chân dài	hì hà nội mà chân dài
em á chắc mét năm lăm	em á chắc mét năm lăm
ơ nhưng đi dép cao vào là cao ngay ấy mà	ơ nhưng đi dép cao vào là cao ngay ấy mà
thìn thoản nếu mà đi ăn cưới hoặc đi chơi thì em mới đi chứ còn ở nhà đi dép cao làm gì	thỉnh thoảng nếu mà đi ăn cưới hoặc đi chơi thì em mới đi chứ còn ở nhà đi dép cao làm gì
tuáu người ta đi không quen	kiểu người ta đi không quen
anh có nhiều điểm giống con gái còn gì	anh có nhiều điểm giống con gái còn gì
ừ à thích xem phi hàn quốc nhé hay khóc là hai nhé đấy xong lại còn đi dép cao nữa đấy	à thích xem phim hàn quốc nhé hay khóc là hai nhé đấy xong lại còn đi dép cao nữa đấy
ai cơ điên à	ai cơ điên à
khii nào buồn thì khóc còn khi nào không buồn thì không khóc	khi nào buồn thì khóc còn khi nào không buồn thì không khóc
cự nhiên khi nào cảm thấy ấm ức thì khóc tôi thì tự nhiên không làm được hôm thì em không làm được toán thì tự nhiên ngồi khóc	tự nhiên khi nào cảm thấy ấm ức thì khóc hôm thì tự nhiên không làm được hôm thì em không làm được toán thì tự nhiên ngồi khóc
sác gì	tại gì
dâng	vâng
thế anh biết trường dương quang dương qang quang gì như chọng hâm đa dương quang trường dương quang gì ý ở chỗ đoạn	thế anh biết trường dương quang dương quang quang gì nhỉ quang hâm hay dương quang trường dương quang gì ý ở chỗ đoạn
ờ đúng rồi	ờ đúng rồi
ổnh bếi trường không	anh biết trường ý không
trường có cạnh chỗ anh không	trường ý có cạnh chỗ anh không
tem em thấy em có một con bạn ở cũng ở phan rang nó học trường ý mờ	tại em thấy em có một con bạn ở cũng ở phan rang nó học trường ý mờ
muữnt nhé	vâng thế nhé
không cần không trước em hâm mộ tivi ấy thì nó cũng hâm mộ	không cần không trước em hâm mộ tivi ấy thì nó cũng hâm mộ
đâyvâng	vâng
ừử tắ chắ chợ đường cái đúng không	có ở trước chợ đường cái đúng không
vâng	vâng
chua	chưa
thế đấy làm gì	đến đấy làm gì
trường vân giangá	trường văn giang á
nhưng mà trường trường bọn anh em thấy ăn mặc quần áo buồn cười lắm	nhưng mà trường trường bọn anh em thấy ăn mặc quần áo buồn cười lắm
bôn	còn
quần trường em thì có gì hay đấy là quần đi may ngoài mà ai may chẳng được	quần trường em thì có gì hay đấy là quần đi may ngoài mà ai may chẳng được
à thì	à thì
thì con gái với con trai đều bắt buộc là phải quần vải như thế còn mình muốn nhà trường có quần nhưng mà quần ấy nó kiểu ống rộng ý thì bọn em không mặc quần ở trường mới cả quần ở trường vải đểu nên bọn em	thì con gái với con trai đều bắt buộc là phải quần vải như thế còn mình muốn nhà trường có quần nhưng mà quần ấy nó kiểu ống rộng ý thì bọn em không mặc quần ở trường mới cả quần ở trường vải đểu nên bọn em
toàn đi may ở ngoài hết theo kiểu phong cách gì đấy mình thích cách nào thì ấy như là vải như thế là được ạ	toàn đi may ở ngoài hết theo kiểu phong cách gì đấy mình thích cách nào thì ấy miễn là vải như thế là được ạ
em thấy đủ các loại màu	em thấy đủ các loại màu
lăm	lăm
năm thì trường anh chẳng có chị sinh năm chín hai gì đấy thi olympic còn à quên ừ đường lên đỉnh olympia	năm thì trường anh chẳng có chị sinh năm chín hai gì đấy thi olympic còn à quên ừ đường lên đỉnh olympia
sao anh không đăng ký đi thi không trường em chưa ừ	sao anh không đăng ký đi thi không trường em chưa
thôi vết quô qua là được rồi	thôi viết qua qua là được rồi
năm sau em mới thi còn lâu	năm sau em mới thi còn lâu
đó được nghỉ hè rồi	sắp được nghỉ hè rồi
tháng tư ba mươi tháng tư là bọn em thi xong học k	tháng tư ba mươi tháng tư là bọn em thi xong học kỳ
ba gang chụ bị tuần sau hai nhăm hai bày là bọn em thi tập trung mà thi bốn môn tập trung	vâng chuẩn bị tuần sau hai nhăm hai bẩy là bọn em thi tập trung mà thi bốn môn tập trung
khôgi hú bọn anh không thi giống bọn em ả nhé	ô thế bọn anh không thi giống bọn em à nhé
bọn em thi thế này thi là từ cứ lên cấp ba phát là bốn môn là à năm môn toán lý hóa anh là chia ra thi tập trung theo tên như mình đi thi tốt nghệp y	bọn em thi thế này thi là từ cứ lên cấp ba phát là bốn môn là à năm môn toán lý hóa anh là chia ra thi tập trung theo tên như mình đi thi tốt nghiệp ấy
tong cũng co tám thị trông chiếc ấy	xong cũng có giám thị trông chiếc ấy
còn những môn bình thường thì thi trên lớp	còn những môn bình thường thì thi trên lớp
có những mù	có những môn
vâng	vâng
thế	thế
đnm	ừ
có gì còn hỏi nhau được	có gì còn hỏi nhau được
mỗi người ngồi một bàn	mỗi người ngồi một bàn
vânng	vâng
bòng bốn dãy	vâng bốn dãy
à của anh là	à của anh là
gấy ạ	thế hai
ờ về đến đâu rồi	ờ ờ về đến đâu rồi
về đrếên đâu ơ giờ mới đến đồng văn à à về đến dốc văn á	về đến đâu ơ giờ mới đến đồng văn à à về đến dốc văn á
thế à thế thì ra cái đường cao tốc được ba ra đến đến đồng đến cái giờ chỗ hội hội gì đi đấá	thế à thế thì ra cái đường cao tốc được ba ra đến đến đồng đến cái giờ chỗ hội hội gì đấy á
à giờ mới ra đến cầu pháp pháp vân á	à giờ mới ra đến cầu pháp pháp vân á
à thế à ở nhà đang ăn cơm rồi	à thế à ở nhà đang ăn cơm rồi
ừ đang ăn rồi ăn chá các chú các thím còn về	ừ đang ăn rồi ăn cho các chú các thím còn về
ừ thế về đến nhà thì phải tầm tám giờ hỉ hảnh	ừ thế về đến nhà thì phải tầm tám giờ nhỉ
ừ chắc tám giờ mới về đến nhà thế lúc bấy giờ về thì sáu giờ à	ừ chắc tám giờ mới về đến nhà thế lúc bấy giờ về thì sáu giờ à
thế à thế thế ấy ở thô thế thế thế he ủa thằng hòa à	thế à thế à thế ấy à thế thế thế thế xe của thằng hòa à
à thế àừ	à thế à ừ
ừ chuẩn bị mũ mã là đưa hết về chùa rồi thí còn một cái xe lôi với lại năm cái xe máy nữa là mười người	ừ chuẩn bị mũ mã là đưa hết về chùa rồi thế còn một cái xe lôi với lại năm cái xe máy nữa là mười người
thế mới lại một cái xe đòn là mười hai người đi hả mười người đi	thế mới lại một cái xe đòn là mười hai người đi hả mười người đi
đi mang hhả	đi mang hả
nang tất về chùa rồi	mang tất về chùa rồi
ừ tất cả ba mươi hai ấy ở mà ma mươi hai hả	ừ tất cả ba mươi hai ấy cơ mà ba mươi hai hử
ừ ba hai nhưng mà đại khái là lên chùa thì độc có có ông mới lại bác bình thôi còn những các cụ kia thì coi như là ba mươi vong là quần áo từ bốn	ừ ba hai nhưng mà đại khái là lên chùa thì độc có có ông mới lại bác bình thôi còn những các cụ kia thì coi như là ba mươi vong là quần áo từ bốn
rứ bốn năm đời giở xuống thế kể cả những chị chuyền nhà bác lý nhé nhà bác lý ông cẩm bà thau ghếc là mấy lại từ ông các cụ ở đống dù diết để mà còn có cụ ngày	từ bốn năm đời giở xuống thế kể cả những chị chuyền nhà bác lý nhé nhà bác lý ông cẩm bà thau ghiếc là mấy lại từ ông các cụ ở đống dù diết để mà còn có cụ ngày
đưưa a cụa tuụi hay la on vợ	xưa các cụ ấy hai ba bốn vợ
thế nên ừ thế là ấy thế là đất cả là ba hai mà nghư mà mang	thế nên ừ thế là ấy thế là tất cả là ba hai cơ mà đi mang
à cái vân với cái nhung thì đang trên đường về chắ hả	à cái vân với cái nhung thì đang trên đường về chắc hả
có sáng mai bác trai mới bác gái về	có sáng mai bác trai mới bác gái về
chắc sáng mai thế còn các chú ngoài ông vượng thì cũng về tất cũng về tất nhưng mà hôm nay thì mấy ngoài thím mới bà về còn các chú ấy thì	chắc sáng mai thế còn các chú ngoài ông vượng thì cũng về tất cũng về tất nhưng mà hôm nay thì mấy ngoài thím mới bà về còn các chú ấy thì các
chuu mới đang trên đường về	chú ấy mới đang trên đường về
các chú ấy chỉ có mỗi chú hinh không chứ còn về tất	các chú ấy chỉ có mỗi chú hinh không chứ còn về tất
chú hưởng hả chú hưởng cũng về hả cuốn hủng ừ chú hởng cũng về thế nhưng chú về nhưng mà chú ấy về chú ấy thắp hương ông xong rồi chú ấy lại đi chiều hôm qua rồi	chú hưởng hả chú hưởng cũng về hả chú hưởng ừ chú hưởng cũng về thế nhưng chú về nhưng mà chú ấy về chú ấy thắp hương ông xong rồi chú ấy lại đi chiều hôm qua rồi
chứ còn các còn năm chú kia thì ai	chứ còn các còn năm chú kia thì ai
thuấn thì thím về doanh cũng về bằng cũng về	thuấn thì thím về doanh cũng về bằng cũng về
ừ mấy lại doanh cũng là về bằng cũng về vợ thuấn về ừ về tát biến về ừ ừ thế thì còn bây giờ thì đang ăn hôm nay	ừ mấy lại doanh cũng là về bằng cũng về vợ thuấn về ừ về tất tiến về ừ ừ thế thì còn bây giờ thì đang ăn hôm nay
tối nay ôn năm mâm	tối nay ăn năm mâm
ừ thế đang ăn rồi	ừ thế đang ăn rồi
